slug,name,github-url
lindroid,Lindroid,https://github.com/Linux-on-droid
znotes,ZNotes,https://github.com/ZNotes
ksnip,ksnip,https://github.com/ksnip
tenzing,tenzing,https://github.com/marton-balazs-kovacs/tenzing
vue-gallery,vue-gallery,https://github.com/RobinCK/vue-gallery
jenkins-x,Jenkins X,https://github.com/jenkins-x/jx
supertinyicons,SuperTinyIcons,https://github.com/edent/SuperTinyIcons
intellectualsites,IntellectualSites,https://github.com/IntellectualSites
mirai-js,Mirai-js,https://github.com/Drincann
papillon,Papillon,https://github.com/PapillonApp
recaptime-dev,Recap Time Squad,https://github.com/recaptime-dev
grassmannjl,Grassmann.jl,https://github.com/chakravala/Grassmann.jl
openpatterson,Open Patterson,https://github.com/OpenPatterson/
sudobot,SudoBot,https://github.com/onesoft-sudo/sudobot
sanehood,Sanehood,https://github.com/nmgray/
baby-degu,baby-degu,https://github.com/baby-degu
ooni,OONI,https://github.com/ooni
wger,wger,https://github.com/wger-project
sudanstech,Sudans Technocrats Foundation,https://github.com/Sudan-s-Tech
saltlakecityfightingcovid,#saltlakecityfightingcovid,https://github.com/derekclair/saltlakecityfightingcovid
noblox,noblox.js,https://github.com/noblox/noblox.js
brlcad,BRL-CAD,https://github.com/BRL-CAD
clash,Clash,https://github.com/Dreamacro
nanui,NanUI,https://github.com/XuanchenLin
pizzaql,PizzaQL,https://github.com/pizzaql/pizzaql
django-phone-verify,Django Phone Verify,https://github.com/CuriousLearner
opensourcecommunitybrasil,OpenSourceCommunityBrasil,https://github.com/OpenSourceCommunityBrasil
kp-fan-world,KP Fan World,https://github.com/TheScripters/kpfw
fotorama,Fotorama,https://github.com/artpolikarpov/Fotorama
proxypy,proxy.py,https://github.com/abhinavsingh/proxy.py
photoviewer,photoviewer,https://github.com/nzbin/photoviewer
doocs,doocs,https://github.com/doocs
hexworks,Hexworks,https://github.com/Hexworks
vajrahackingasdfg,Vajra,https://github.com/r3curs1v3-pr0xy
alova,alova,https://github.com/alovajs/alova
vue-lazy-hydration,vue-lazy-hydration,https://github.com/maoberlehner/vue-lazy-hydration
tmodloader,tModLoader,https://github.com/tModLoader
leveler,Leveler,https://github.com/leveler-dba
rita,RiTa,https://github.com/dhowe/RiTa
4freunde,4Freunde,https://github.com/4Freunde
krakend,KrakenD,https://github.com/devopsfaith
svlima6669,svlima,https://github.com/svlima6669
thunder-engine,Thunder Engine,https://github.com/thunder-engine
kitx,KitX,https://github.com/Crequency/KitX
ebitengine,Ebitengine,https://github.com/hajimehoshi/ebiten
gnet,gnet,https://github.com/panjf2000/gnet
owasp-crs,OWASP CRS,https://github.com/coreruleset/coreruleset
matterdirect,Matter.direct,https://github.com/deep6org
unimport,Unimport,https://github.com/hakancelik96
substitute-js,substitute.js,https://github.com/ffMathy/FluffySpoon.JavaScript.Testing.Faking
html-bundler-webpack-plugin,html-bundler-webpack-plugin,https://github.com/webdiscus/html-bundler-webpack-plugin
jerverless,jerverless,https://github.com/jerverless
wexond,wexond,https://github.com/wexond/wexond
webqit,WebQit Open Source,https://github.com/webqit
orcapods,Open Recognition Community App,https://github.com/skybridgeskills/orca/
mongoke,Mongoke,https://github.com/remorses/mongoke
github-readme-activity-graph,Github Readme Activity Graph,https://github.com/Ashutosh00710/github-readme-activity-graph
pr1s0nart,PR1S0N ART,https://github.com/PrisonArt
gltfforue4,glTF for UE4 & UE5,https://github.com/code4game/glTFForUE4
developing-ios-10-apps-with-swift,Developing-iOS-10-Apps-with-Swift,https://github.com/Apollonyan/Developing-iOS-11-App-with-Swift
autospotting,autospotting,https://github.com/AutoSpotting/AutoSpotting
oss-code,oss-code,https://github.com/DmitryFrolovTri
lua-language-server,Lua Language Server,https://github.com/umneko/lua-language
hypha,Hypha,https://github.com/opentechfund/hypha
hellomicroservice,HelloMicroserviceViapush,https://github.com/ali2210
bridge-foundry,Bridge Foundry General Fund,https://github.com/bridgefoundry
trex,Trex,https://github.com/crewdevio
wizdwarfs,WizDwarfs,https://github.com/ali2210
timecat,TimeCat,https://github.com/oct16/timecat
django-river,django-river,https://github.com/javrasya/django-river
live-captioning-initiative,Live Captioning Initiative,https://github.com/MidCamp/live-captioning
mattn-emmet-vim,emmet-vim,https://github.com/mattn/emmet-vim
stt-datacore,STT Datacore,https://github.com/stt-datacore
bugbakery,The Vegan Bug Bakery,https://github.com/bugbakery
perfumejs,perfume.js,https://github.com/Zizzamia/perfume.js
bioprotocols,Bioprotocols Working Group,https://github.com/Bioprotocols
gngr,gngr,https://github.com/gngrOrg/gngr
oss-code-ge,oss-code-ge,https://github.com/DmitryFrolovTri/gitea/tree/limit-repo-size
nodejieba,nodejieba,https://github.com/yanyiwu/nodejieba
agora-colectiv,Agora Colectiv,https://github.com/amazon
artalk,Artalk,https://github.com/ArtalkJS/Artalk
release-plz,Release-plz,https://github.com/release-plz/release-plz
easer,Easer,https://github.com/renyuneyun/Easer
osgeo,Open Source Geospatial Foundation,https://github.com/OSGeo
webpack-node-externals,Webpack Node Externals,https://github.com/liady
cross,cross,https://github.com/cross-org
ookii-dialogs,ookii-dialogs,https://github.com/ookii-dialogs
octo-credentials,octo credentials,https://github.com/304s
txthinking-mr2,mr2,https://github.com/txthinking/mr2
node-vault,node-vault,https://github.com/kr1sp1n/node-vault
altdrag,AltDrag,https://github.com/stefansundin/altdrag
hpy,HPy,https://github.com/hpyproject/hpy
djangoextensions,djangoextensions,https://github.com/django-extensions/django-extensions
go-callvis,go-callvis,https://github.com/ondrajz/go-callvis
niui,niui,https://github.com/radogado/niui
cloudflare-dyns,cloudflare-dyns,https://github.com/mxplusb/cloudflare-sync
hypergan-foundation,HyperGAN Foundation,https://github.com/HyperGAN
projectwallace,Project Wallace,https://github.com/projectwallace
github-profile-readme-generator,Github Profile Readme Generator,https://github.com/rahuldkjain/github-profile-readme-generator
cyph,Cyph,https://github.com/cyph/cyph
poolifier,Poolifier,https://github.com/poolifier/poolifier
baseball-scoreboard,Baseball Scoreboard,https://github.com/FCsoftwares
haskell-stripe,stripe-haskell,https://github.com/dmjio/stripe
opt-out-tools,Opt Out Tools,https://github.com/opt-out-tools/start-here
youdaotranslate,YoudaoTranslate,https://github.com/wensonsmith
4bambi27,4bambi27,https://github.com/sponsors/4bambi
disorientations,Disorientations,https://github.com/disorientations
ionic-selectable,Ionic Selectable,https://github.com/eakoriakin
dnnc,DNN Compiler,https://github.com/ai-techsystems/dnnCompiler
image-rs,image-rs,https://github.com/image-rs
ng-alain,ng-alain,https://github.com/ng-alain
wikicensorship,WikiCensorship,https://github.com/wikicensorship
wiremocknet,WireMock.Net,https://github.com/stefh
wings-for-amazon-project,Wings For Amazon Project,https://github.com/DarienCastro
numldesign,Numl.Design,https://github.com/numldesign
selectorshub,SelectorsHub,https://github.com/SelectorsHub
dataactivists,Data Activists,https://github.com/dataactivists
rickshaw,The Rickshaw Solidarity Fund,https://github.com/busterbenson
quantum-computing,Quantum Computing Collection Of Resources,https://github.com/aryashah2k
openstl,OpenSTL,https://github.com/OpenSTL
go-api-boilerplate,go-api-boilerplate,https://github.com/vardius/go-api-boilerplate
strapi-plugin-ckeditor5,Strapi Plugin Ckeditor5,https://github.com/Roslovets-Inc
yii2-widget-fileinput,yii2-widget-fileinput,https://github.com/kartik-v/yii2-widget-fileinput
kajianilmu-collective,kajianilmu-collective,https://github.com/ahmad160093
rtl-styling-101,RTL Styling 101,https://github.com/shadeed/rtl-styling
xlayers,xlayers,https://github.com/xlayers/xlayers
data-provider,Data Provider,https://github.com/data-provider
exotic-libraries,Exotic Libraries,https://github.com/exoticlibraries
blazorise,Blazorise,https://github.com/Megabit/Blazorise
drutopia,Drutopia,https://github.com/drutopia
packem,Packem,https://github.com/packem/packem
web-shells,Web Shells,https://github.com/TheBinitGhimire
nf-core,nf-core,https://github.com/nf-core/
existdb,eXist-db,https://github.com/eXist-db
jira-plugin,jira-plugin,https://github.com/gioboa/jira-plugin
necord,Necord,https://github.com/necordjs
hs3city,Hackerspace Trójmiasto,https://github.com/hs3city
portable-utf8,Portable UTF-8,https://github.com/voku/portable-utf8
electrocrud,ElectroCRUD,https://github.com/garrylachman/ElectroCRUD
yt-project,yt Project,https://github.com/yt-project
vite-plugin-rsw,Vite Plugin Rsw,https://github.com/lencx
terraforge3d,TerraForge3D,https://github.com/Jaysmito101/TerraForge3D
manim,Manim,https://github.com/ManimCommunity
geolib,geolib,https://github.com/manuelbieh/geolib
javaistic,Javaistic,https://github.com/javaistic
xmlbuilder2,xmlbuilder2,https://github.com/oozcitak
osjs,OS.js,https://github.com/os-js
moeoverflow,MOEOVERFLOW,https://github.com/moeoverflow
aqurusmc,AQur Us Craft,https://github.com/ccnicebruh
survivejs,SurviveJS,https://github.com/survivejs
jacksonkasi0,jacksonkasi,https://github.com/jacksonkasi0
peachpiecompiler,PeachPie Compiler,https://github.com/peachpiecompiler/peachpie
nsfwfilter,NSFW Filter,https://github.com/nsfw-filter
intelligo,intelligo,https://github.com/intelligo-systems/intelligo
walletconnect,WalletConnect,https://github.com/walletconnect
openintents,OpenIntents,https://github.com/openintents
questgenai,Questgen.ai,https://github.com/ramsrigouthamg/Questgen.ai
persiandate4mysql,PersianDate4MySQL,https://github.com/zoghal
poweradmin,Poweradmin,https://github.com/poweradmin
soupault,soupault,https://github.com/dmbaturin/soupault
pona,ma pona pi toki pona,https://github.com/pona-la
gen-ge,Gen Ge,https://github.com/gen-ge
rss-bridge,RSS-Bridge,https://github.com/RSS-Bridge
africacryptochainxinnovators,AfricaCryptoChainx Innovators,https://github.com/dashboard
joshua-studio,Joshua Studio,https://github.com/joshuafolkken
opensuspect,OpenSuspect,https://github.com/opensuspect
pacstall,Pacstall,https://github.com/pacstall/
open-badge-project,Open Badge Project,https://github.com/assemblee-virtuelle/
protectbot,Protect Bot,https://github.com/MaximKing1
piximagepicker,PixImagePicker,https://github.com/akshay2211
cup,Cup Language,https://github.com/cup-lang
typetura,Typetura,https://github.com/Typetura
html-next,html-next,https://github.com/html-next
ln2e,Link ecommerce,https://github.com/ln2e
ffpopup,FFPopup,https://github.com/JonyFang/FFPopup
visualpython,Visual Python,https://github.com/visualpython/visualpython
veandco,veandco,https://github.com/veandco
arsenal,Arsenal,https://github.com/katharostech
pickr,Pickr,https://github.com/Simonwep/pickr
discoveryjs,Discovery.js projects,https://github.com/discoveryjs
climatescape,Climatescape,https://github.com/climatescape
muffon,muffon,https://github.com/staniel359/muffon
_rpisurv_,Rpisurv,https://github.com/SvenVD/rpisurv
gerbera-io,Gerbera,https://github.com/gerbera
smug,Smug,https://github.com/smug
kobra,Kobra,https://github.com/kobra-dev
statecraft,Statecraft,https://github.com/josephg/statecraft
effectivemoderncppchinese,EffectiveModernCppChinese,https://github.com/racaljk/EffectiveModernCppChinese
shirakumo,Shirakumo,https://github.com/shirakumo
matter,Matter,https://github.com/finnhvman/matter
britechartsorg,Britecharts,https://github.com/britecharts
balmjs,BalmJS,https://github.com/balmjs
mac-cleanup,mac-cleanup,https://github.com/fwartner/mac-cleanup
kmon,kmon,https://github.com/orhun/kmon
airform,Airform,https://github.com/airform/airform
laravel-ecommerce,laravel-ecommerce,https://github.com/avored
centeredcollectionview,CenteredCollectionView,https://github.com/BenEmdon/CenteredCollectionView
devs-with-disabilities,Devs with Disabilities ,https://github.com/johnnyxbell/dwd
awesome-windows,Awesome Windows,https://github.com/Awesome-Windows
interview,interview,https://github.com/huihut/interview
go-mini-social-network,Go Mini Social Network,https://github.com/yTakkar/Go-Mini-Social-Network
nrsh,NRSH,https://github.com/nrsh-collective
sunglasses4gh,Sunglasses,https://github.com/DanielAbalde/Sunglasses
xgo,xgo,https://github.com/techknowlogick/xgo
food-for-homeless,food for homeless,https://github.com/tranphuoctien
pytition,Pytition,https://github.com/pytition
carroted,Carroted,https://github.com/Carroted
project-u,Project U,https://github.com/project-u-29
locopop-tech,locopop-tech,https://github.com/locopoptech
dataspray,DataSpray,https://github.com/datasprayio/dataspray
ethiotelecom-et-telebirr,Telebirr,https://github.com/enterprises/ethiotelecomettelebirr
metro4,Metro 4 Components Library,https://github.com/olton/Metro-UI-CSS
bassa,Bassa,https://github.com/scorelab/Bassa
innereq,Inner Equestria,https://github.com/innereq
dflydev,dflydev,https://github.com/dflydev
redux-requests,Redux Requests,https://github.com/klis87/redux-requests
gdef-nigel,GD/EF NIGEL,https://github.com/nigelngatt
flatgeobuf,FlatGeobuf,https://github.com/flatgeobuf/flatgeobuf
relay-impact,Relay Impact,https://github.com/relayimpact
angular-tree-component,Angular Tree Component,https://github.com/500tech/angular-tree-component
fastapi-template,FastAPI Template,https://github.com/s3rius/FastAPI-template
bootstrap-popover-x,bootstrap-popover-x,https://github.com/kartik-v/bootstrap-popover-x
voz,Voz,https://github.com/voz1voz
georust,GeoRust,https://github.com/georust
zongzhige,上海纵之格科技有限公司,https://github.com/gongfuxiang
helio-workstation,Helio Workstation,https://github.com/helio-fm/helio-workstation
eleutherios,Eleutherios,https://github.com/aletheon/eleutherios
notepads,Notepads,https://github.com/JasonStein/Notepads
zheln,Zheln,https://github.com/drzhelnov
open-genus,OpenGenus,https://github.com/opengenus
github-trending-api,GitHub Trending API,https://github.com/huchenme/github-trending-api
code-for-magdeburg,Code for Magdeburg,https://github.com/code-for-magdeburg
usingcombine,Using Combine,https://github.com/heckj/swiftui-notes
fexo,fexo,https://github.com/forsigner/fexo
jekyll-spaceship,jekyll-spaceship,https://github.com/jeffreytse/jekyll-spaceship
ytmdl,Ytmdl,https://github.com/deepjyoti30
xupdate,XUpdate,https://github.com/xuexiangjys/XUpdate
walletpass,WalletPass,https://github.com/walletpass
laravel-zero,Laravel Zero,https://github.com/laravel-zero/laravel-zero
tech-by-choice-org,Tech By Choice - Los Angeles,https://github.com/TechByChoiceOrg
inotify-tools,Inotify Tools,https://github.com/inotify-tools
x,xz,https://github.com/xz
laravel-s,LaravelS,https://github.com/hhxsv5/laravel-s
hackhorsham,Hack Horsham,https://github.com/HackHorsham
assistantnms,Assistant for No Man's Sky,https://github.com/AssistantNMS
codedrift,code.drift,https://github.com/ajaibghar-co/code.drift
raise-the-voices,Raise the Voices,https://github.com/gvelez17/raise-the-voices
fieldsets,Fieldsets Framework,https://github.com/jollypebble/fieldsets
kashgari,Kashgari,https://github.com/BrikerMan/Kashgari
nest-cloud,NestCloud,https://github.com/nest-cloud/nestcloud
substats,Substats,https://github.com/spencerwooo/Substats
ants,ants,https://github.com/panjf2000/ants
blueman-project,blueman,https://github.com/blueman-project
lin-ui,Lin UI,https://github.com/talelin/lin-ui
standard-readme,standard-readme,https://github.com/RichardLitt/standard-readme
cast-sh,cast-sh,https://github.com/tunl/cast-sh
tysimulator,TySimulator,https://github.com/ty0x2333/TySimulator
oppr,oppr,https://github.com/opprGroup
v-selectpage,v-selectpage,https://github.com/TerryZ/v-selectpage
copyissue-xcode-plugin,CopyIssue-Xcode-Plugin,https://github.com/hanton/CopyIssue-Xcode-Plugin
iris,Iris,https://github.com/kataras/iris
codeshelter,Code Shelter,https://github.com/code-shelter
vscodebeautify,VS Code Beautify,https://github.com/HookyQR/VSCodeBeautify
pongo2,pongo2,https://github.com/flosch/pongo2
urbanika,Urbanika,https://github.com/Urbanika/
apollonet,apollo.net,https://github.com/ctripcorp/apollo.net
create-nw-react-app,Create NW.js React App,https://github.com/naviapps/create-nw-react-app
milkdown,Milkdown,https://github.com/Saul-Mirone/milkdown
krzyzanowskim,Marcin K,https://github.com/krzyzanowskim
superbloom-fundoss,Superbloom FUNDOSS,https://github.com/sprblm
nginx-proxy-automation,Nginx Proxy Automation,https://github.com/evertramos/nginx-proxy-automation
vue-drag-resize,Vue Drag Resize,https://github.com/kirillmurashov/vue-drag-resize
graphql-java,GraphQL Java,https://github.com/graphql-java
nginx-admins-handbook,nginx-admins-handbook,https://github.com/trimstray/nginx-admins-handbook
urlpattern-polyfill,URLPattern Polyfill,https://github.com/kenchris/urlpattern-polyfill
yodart,yodart,https://github.com/yodaos-project
tinyfilemanager,Tiny File Manager,https://github.com/prasathmani/tinyfilemanager
luckysheet,Luckysheet,https://github.com/mengshukeji
pterodactyl-installer,Pterodactyl Installer,https://github.com/pterodactyl-installer
librespeed,LibreSpeed,https://github.com/librespeed
endless-process,Endless Process,https://github.com/cristianvogel
yandex-music,API Yandex Music,https://github.com/MarshalX/yandex-music-api
wonder-platform,Wonder platform,https://github.com/orgs/WonderInteractive/repositories
mingyaulee-gh,mingyaulee's GitHub,https://github.com/mingyaulee
sollet,Sollet,https://github.com/iceymann18777
swarmlet,Swarmlet,https://github.com/swarmlet
sqlitebiter,sqlitebiter,https://github.com/thombashi
jodd,Jodd,https://github.com/oblac/jodd
puppeteer-screen-recorder,Puppeteer Screen Recorder,https://github.com/prasanaworld/puppeteer-screen-recorder
sarapis,Sarapis General Fund,https://github.com/sarapisorg
librebooks,LibreBooks.Org,https://github.com/librebooks
mrtrix3,MRtrix3,https://github.com/MRtrix3/mrtrix3.git
react-cool-starter,React Cool Starter,https://github.com/wellyshen/react-cool-starter
sara,Sahana Research and Action,https://github.com/sahana
legion-of-the-bouncy-castle,Legion of the Bouncy Castle Inc,https://github.com/bcgit
taro,taro,https://github.com/nervjs/taro
thegorgeouslogin,TheGorgeousLogin,https://github.com/huextrat/TheGorgeousLogin
jfoenix,JFoenix,https://github.com/jfoenixadmin/JFoenix
emelia-smith,Emelia Smith,https://github.com/thisismissem
dreamnet,DreamNet,https://github.com/private-dreamnet
jsontokotlin,JsonToKotlinClass,https://github.com/wuseal/JsonToKotlinClass
realtime-admin-panel-crm-and-cms,"Realtime Admin panel, CRM and CMS",https://github.com/CoCreate-app
wee-slack,wee-slack,https://github.com/wee-slack
letterpad,Letterpad,https://github.com/letterpad/letterpad
rwbaumg-community,Community support,https://github.com/rwbaumg
yii2-export,yii2-export,https://github.com/kartik-v/yii2-export
excel-parser-processor,excel-parser-processor,https://github.com/btargac/excel-parser-processor
captain-codey,Captain Codey,https://github.com/CaptainCodeyGit
resq-dao,RESQ-DAO,https://github.com/reqs/resq-ann
animatescroll,animatescroll.js,https://github.com/rampatra/animatescroll.js
gowechat,Wechat SDK,https://github.com/silenceper/wechat
bolo,Bolo,https://github.com/adlered
vigory,vigory.de,https://github.com/adrianrudnik
magnify,magnify,https://github.com/nzbin/magnify
ish-sheet,ISH sheet,https://github.com/ishayu-c/ish-sheet
juniper-garden,Juniper Garden,https://github.com/juniper-garden
p-brainai,P Brain.ai,https://github.com/patrickjquinn
aq-org1,AQ ORG,https://github.com/aq-org/AQ
react-awesome-loaders,React Awesome Loaders,https://github.com/ashutosh1919
specinfra,SpecInfra,https://github.com/tobie
jaime-olivares-opensource,Jaime Olivares' open source,https://github.com/jaime-olivares/zipstorer
flowjs,FlowJS,https://github.com/flowjs
nrjavaserial,nrjavaserial,https://github.com/NeuronRobotics/nrjavaserial
x6,X6,https://github.com/antvis/x6
clinical-meteor,Clinical Meteor,https://github.com/clinical-meteor
dowww,dowww,https://github.com/spencerwooo/dowww
smproxy,SMProxy,https://github.com/louislivi/SMProxy
ramda-adjunct,ramda-adjunct,https://github.com/char0n/ramda-adjunct
neptunechain,NeptuneChain,https://github.com/Neptunechain-inc
awesome-ai-books,awesome-ai-books,https://github.com/zslucky/awesome-AI-books
translatr,translatr,https://github.com/softvar/translatr
form-render,FormRender,https://github.com/alibaba/form-render
gojieba,gojieba,https://github.com/yanyiwu/gojieba
kobkob-meetings,Kobkob,https://github.com/kobkob
mattn-anko,anko,https://github.com/mattn/anko
origamilab,Origami Lab,https://github.com/Origami-Lab
ducklang,Ducklang,https://github.com/ducklang-community/ducklang
cppjieba,cppjieba,https://github.com/yanyiwu/cppjieba
pomoday-project,Pomoday,https://github.com/huytd/pomoday-v2
brookframework,Brookframework,https://github.com/silvioprog
deemixrr,deemixrr,https://github.com/TheUltimateC0der
simplesoftware,Simple Software,https://github.com/SimpleSoftwareIO
simplestatemachine,SimpleStateMachine,https://github.com/RomanSoloweow
umentorjs,Umentor JS,https://github.com/umentor
nosqlclient,Nosqlclient,https://github.com/nosqlclient
endpoints4s,endpoints4s Scala library,https://github.com/endpoints4s/endpoints4s
vue-popper,vue-popper,https://github.com/RobinCK/vue-popper
learning-rxjs,learning-rxjs,https://github.com/Brooooooklyn/learning-rxjs
nomacs,nomacs,https://github.com/nomacs
dnd,D&D,https://github.com/DNDACADEMY
gckit,代码生成工具,https://github.com/SeongBrave/gckit
thebakerydev,The Developers' Bakery,https://github.com/cortinico/thebakery
msl-mail,M. S. L. Society,https://github.com/Mailspring-Libre
projectt,Tirthan Prajapati,https://github.com/snitchtwt/GoogleCouldHackathon
disqada,Discord Qada | قادة دسكورد,https://github.com/disqada
engineerhub,Engineerhub,https://github.com/TheEngineerhub
react-native-qrcode-scanner,react-native-qrcode-scanner,https://github.com/moaazsidat/react-native-qrcode-scanner
deepo,Deepo,https://github.com/ufoym
statusneo,StatusNeo,https://github.com/NishkarshRaj
tfstate,TFstate.dev,https://github.com/tftate
vueco,VUEco,https://github.com/eduardoroblesespinosa
freshman,Freshman,https://github.com/ayoisaiah
hippo4j,hippo4j,https://github.com/opengoofy/hippo4j
igraph,igraph,https://github.com/igraph
eversky-studio,Eversky Studio,https://github.com/Stringyiy/lowbudprod
factory_trace,Factory Trace,https://github.com/djezzzl/factory_trace
vadihub,Vadi&Co,https://github.com/zv-r
rugk_eu,rugk_eu,https://github.com/rugk
monibuca,Monibuca,https://github.com/langhuihui/monibuca
gitjimmys-collective,gitjimmys collective,https://opencollective.com/
horrific-dev,horrific.dev,https://github.com/HorrificDev
81pearls,Sharon Stout,https://github.com/sharonstout1981
viztro,Viztro,https://github.com/viztro
dentaku,dentaku,https://github.com/rubysolo/dentaku
hortensiastraat,hortensiastraat,https://github.com/fancypans
vue3-toastify,Vue3 Toastify,https://github.com/jerrywu001/vue3-toastify
john3825-sysop88,john3825-sysop88,https://github.com/john3825
devicemanagerframework,DeviceManagerFramework,https://github.com/Boriszn
place4pals,place4pals,https://github.com/place4pal
freemind386,freemind.386,https://github.com/blackshow/hexo-theme-freemind.386
uniquetech,UniqueTech,https://github.com/roelerr
awesome-mac,Awesome Mac,https://github.com/jaywcjlove/aweome-mac
ligiopenkenya,Ligi Open,https://github.com/JAY4T/community/blob/main/LigiOpen.md
adithyaakrishna,Adithya Krishna,https://github.com/adithyaakrishna
fcf,FCF,https://github.com/fcfdev
restfest,REST Fest,https://github.com/restfest
satriaana,Satriaana,https://github.com/Satriaana
kernano,KERnano,https://github.com/exeCODEable/KERnano
open-science-community-egypt,Open Science Community Egypt,https://github.com/doaamkader/Open-Science-Community-in-Egypt
bpe,BPE,https://github.com/synrc
support-jamilservices,Support JamilServices,https://github.com/jamilservicos
hookio,hook.io,https://github.com/marak
galette,Galette,https://github.com/galette/
simplydjs,Simply-DJS,https://github.com/Rahuletto/simply-djs
react-cool-dimensions,React Cool Dimensions,https://github.com/wellyshen/react-cool-dimensions
blend-frame,Blend-frame,https://github.com/hisergiorojas
harding,orson harding,https://github.com/vinhnasa
golkhandani,Mohammadreza Rahimiangolkhandani,https://github.com/golkhandani
zunelabs,ZUNELABS,https://github.com/zunelabs
image-match,Image Match,https://github.com/Edjolabs
lgolgo,LgoLgo,https://github.com/LgoLgo
open-source-lab-ufv,Open Source Lab UFV,https://github.com/OpenSourceLabUFV
gac,GORAlex Comp,https://github.com/GORAlexComp
for-the-mage,For the Mage,https://github.com/facebook
opencat,Open Cat,https://github.com/open-cat
brcc,BRCC,https://github.com/baidu/brcc
gaugekit,GaugeKit,https://github.com/skywinder/GaugeKit
react-native-camera-tools,React Native Camera Tools,https://github.com/ahmadyusri
org013,Guz's Collective,https://github.com/Guz013
powerpane,Power Pane,https://github.com/onurmenal
zamphyr,Zamphyr,https://github.com/zamphyr
sujaykumarh,sujaykumarh,https://github.com/sujaykumarh
ajinkyax,Friends of Ajinkya,https://github.com/steelx
dailysentence,daily sentence,https://github.com/hopeworker
hb,Hugo Bootstrap Framework,https://github.com/razonyang/hb
negrosdev,Negros.dev,https://github.com/negrosdev
qwerty-learner,Qwerty Learner,https://github.com/Kaiyiwing/qwerty-learner
shionkeys,shionkeys,https://github.com/404
davidmyersdev-oss,David Myers (OSS),https://github.com/davidmyersdev
novathesis-template,Novathesis,https://github.com/joaomlourenco/novathesis
piano-trainer,Piano Trainer,https://github.com/ZaneH/piano-trainer
gradience,Gradience,https://github.com/GradienceTeam/Gradience
clean-the-box,Clean-The-box,https://github.com/GoAmeer030
uniswapkik,Uniswapkik,https://github.com/doublekik/uniswap
cpp-africa,Cpp Africa,https://github.com/CppAfrica
awesome-go,awesome-go,https://github.com/avelino/awesome-go
retake-the-gig,Retake The Gig,https://github.com/organizations/retake-the-gig
gotql,Gotql,https://github.com/khaosdoctor
html-react-parser,html-react-parser,https://github.com/remarkablemark/html-react-parser
sloth,Sloth Lang,https://github.com/Makiooo
netponto,NetPonto,https://github.com/netponto
wordpress-foundation,WordPress Foundation,https://github.com/wordpress
masakhane,Masakhane,https://github.com/masakhane-io
flightflowteam,FlightFlow Team,https://github.com/flightflow
utopiacool,utopia.cool,https://github.com/MamaShip
angolaosc,Angola Open Source Community,https://github.com/angolaosc
kiyajey,Kiya,https://github.com/kiyaJey
team-legion-net,Team Legion,https://github.com/lgngaming/legionwebsite.
tonight,Tonight,https://github.com/imbut6655/imbut6655.git
breadhub,Bread Hub,https://github.com/breadcity
rusty-celery,Rusty Celery,https://github.com/rusty-celery
getwidget,GetWidget,https://github.com/ionicfirebaseapp/getwidget
netioi,Netioi,https://github.com/yanyanwizard
browserslist-useragent-regexp,browserslist-useragent-regexp,https://github.com/browserslist/browserslist-useragent-regexp
modos,Modos,https://github.com/modos-Labs
frank_fu_blog,Frank Fu's Blog,https://github.com/FrankFu916
sloev,sloev,https://github.com/sloev
qcobjects-framework,QCObjects Framework,https://github.com/QuickCorp/QCObjects
ncsocial,nc.social,https://github.com/ncsocial
discord-tech,Discord Technologies,https://github.com/discordtech
hno3games,Financially Contribute to HNO3 Games,https://github.com/hno3-games
nexium,Nexium,https://github.com/NexiumCore
elnepik-code,Elnepik Code,https://github.com/elnepik
dawnn,Dawnn App,https://github.com/dawnn-team
sydjango,SyDjango,https://github.com/sydjango-org/
sociocatebrazil,SociocateBrazil,https://github.com/sociocate
axm,Axm,https://github.com/Axm-framework/
paper-sc,paper.sc,https://github.com/micromaomao/schsrch
researchqx,researchqx,https://github.com/qxresearch
rubelrana,Md Rubel Rana,https://github.com/MdRubelRana
aiohttp-swagger3,aiohttp-swagger3,https://github.com/hh-h
shapeshifterclipboard,Shapeshifter,https://github.com/ffMathy
learn-to-program-roanoke,Learn To Program Roanoke,https://github.com/LearnToProgramRoanoke
goframe,GoFrame,https://github.com/gogf/gf
xploitspy,XploitSPY,https://github.com/XploitWizer/XploitSPY
sinanaydogan,Sinan AYDOĞAN,https://github.com/sinan-aydogan
zero-octagon,Zero Octagon,https://github.com/Zero-Octagon
envd-community,envd,https://github.com/tensorchord/envd
support4good,Support4Good,https://github.com/andybozu/
aghasaad-payments,AghaSaad-Payments,https://github.com/AghaSaad04
altermundi,Asociación Civil AlterMundi,https://github.com/AlterMundi
traffic-acctiong-nginx-module,Traffic Accounting Nginx module,https://github.com/Lax/traffic-accounting-nginx-module
nyxb,nyxb,https://github.com/nyxblabs
meadowscaping,Meadowscaping,https://github.com/meadowmaking
rayaan-khan-collective,Rayaan khan,https://github.com/RayaanKhanGH
velexi-research,Velexi Research,https://github.com/velexi-research
laravel-visits,Laravel Visits,https://github.com/awssat/laravel-visits
wizardamigos,Wizard Amigos,https://github.com/wizardamigo
obs-midi-mg,obs-midi-mg Development,https://github.com/nhielost/obs-midi-mg
axe-api,Axe Api,https://github.com/axe-api
